,Rèf.,Type_de_produit,Longueur(mm),Largeur(mm),Hauteur(mm),Rayon Ø(mm),Volume(L),Taille,Contenance,Couleur,Modèle
3,BAP-02,BOUCHONS HEADSET,,,,,,,,noir,"""roundhead"" 1 1/8"""
4,BAP-03,BOUCHONS HEADSET,,,,,,,,noir,"pour fourche carbone""powerhead"" 1.1/8"""
5,BAP-03,BOUCHONS HEADSET,,,,,,,,,"pour fourche carbone""powerhead"" 1.1/8"""
9,BBB-11,SONNETTES,,,,,,,,,"""loud & clear"""
10,BBB-14,SONNETTES,,,,,,,,,""" easyfit"" deluxe"
11,BBB-16,SONNETTES,,,,,,,,,"légère laiton ""minifit"""
12,BBB-17,SONNETTES,,,,,,,,,"extra light ""noisy"""
13,BBB-11D,SONNETTES,,,,,,,,,"boîte présentoir 20  ""loud & clear"""
14,BBB-14D,SONNETTES,,,,,,,,,"boite présentoir 20  ""easyfit"" deluxe"
15,BBB-16D,SONNETTES,,,,,,,,,"boite présentoir 20  ""minifit"""
16,BBB-17D,SONNETTES,,,,,,,,,"boite présentoir 20  ""noisy"""
17,BBB-18,SONNETTES,,,,,,,,,"""e sound"""
21,BBC-01,PORTE-BIDONS,,,,,,,,,"""ecotank"""
22,BBC-03,PORTE-BIDONS,,,,,,,,,bottlecage fueltank
23,BBC-36,PORTE-BIDONS,,,,,,,,,"""flexcage"""
24,BBC-37,PORTE-BIDONS,,,,,,,,,carbone ud
25,BBC-38R,PORTE-BIDONS,,,,,,,,,"latérale carbone ud droit ""sidecarbon"""
26,BBC-38L,PORTE-BIDONS,,,,,,,,,"latérale carbone ud gauche ""sidecarbon"""
27,BBC-39,PORTE-BIDONS,,,,,,,,,"""dualcage"" composite"
28,BBC-99,PORTE-BIDONS,,,,,,, 100,,boite  vis
29,BBC-40,PORTE-BIDONS,,,,,,,,,"laterale composite ""dualattack"""
30,BBC-41,PORTE-BIDONS,,,,,,,,,"""fastcage"""
31,BBC-81,PORTE-BIDONS,,,,,,,,,"sup bagage ""stackrack"""
32,BBC-90,PORTE-BIDONS,,,,,,,,,sup pour 2 recharges co2hold
33,BBC-95,PORTE-BIDONS,,,,,,,,,sup   pour cintre ou tige de selle
34,BBC-110,PORTE-BIDONS,240.0,,,10-8,,,0,,"collier pour fixer   ""cagefix"""
35,BBC-111,PORTE-BIDONS,,,,,,,,,"sup  à sangle ""haulermount"""
36,BBC-112,PORTE-BIDONS,,,,,,,,,plateforme bagage strapplate
37,BBC-113,PORTE-BIDONS,,,,,,,,,sup double
38,BBC-120,PORTE-BIDONS,143.0,,,,,S,,,"décaleur fixation   ""adaptrail"""
39,BBC-120,PORTE-BIDONS,208.0,,,,,M,,,"décaleur fixation   ""adaptrail"""
40,BBC-120,PORTE-BIDONS,302.0,,,,,L,,,"décaeur fixation   ""adaptrai"""
44,BBE-01,EMBOUTS DE CINTRE,,,,,,,,noir,"""trail monkey"" roit"
45,BBE-05,EMBOUTS DE CINTRE,,,,,,,,noir,"""three "" roit"
46,BBE-07,EMBOUTS DE CINTRE,,,,,,,,noir,"""classic"" courbé"
47,BBE-08 ,EMBOUTS DE CINTRE,,,,,,,,noir,"""3 forge"""
48,BBE-17,EMBOUTS DE CINTRE,95.0,,,,,,,noir,"""lightstraight"""
49,BBE-18 ,EMBOUTS DE CINTRE,150.0,,,,,,,noir,"""lightcurve"" courbé"
50,BBE-50 ,EMBOUTS DE CINTRE,,,,,,,,noir,bouchons   plug & play
54,BBL-23,ANTIVOLS,1800.0,10.0,,,,,,,"cable de rallonge ""extrastraight"""
55,BBL-24,ANTIVOLS,1200.0,5.0,,,,,,,"chaine ""extrachain"""
56,BBL-26  ,ANTIVOLS,10.0,10.0,1000000.0,,,,,,"chaine ""powerchain"""
57,BBL-28,ANTIVOLS,170.0,250.0,,,,,,,en uvault
58,BBL-31  ,ANTIVOLS,1500.0,8.0,,,,,,,powersafe
59,BBL-31  ,ANTIVOLS,1500.0,12.0,,,,,,,powersafe
60,BBL-32,ANTIVOLS,1000.0,12.0,,,,,,,"""powersafe"""
61,BBL-35,ANTIVOLS,1500.0,6.0,,,,,,,"""codesafe"""
62,BBL-35,ANTIVOLS,1500.0,10.0,,,,,,,"""codesafe"""
63,BBL-36,ANTIVOLS,1000.0,10.0,,,,,,,"""codesafe"""
64,BBL-41  ,ANTIVOLS,1800.0,12.0,,,,,,,powerlock
65,BBL-41  ,ANTIVOLS,1800.0,15.0,,,,,,,powerlock
66,BBL-42,ANTIVOLS,1000.0,12.0,,,,,,,powerlock
67,BBL-45,ANTIVOLS,1800.0,12.0,,,,,,,codelock
68,BBL-45,ANTIVOLS,1800.0,15.0,,,,,,,codelock
69,BBL-46,ANTIVOLS,1000.0,12.0,,,,,,,codelock
70,BBL-47,ANTIVOLS,1000.0,18.0,,,,,,,codearmor
71,BBL-48,ANTIVOLS,,,,,,,,,"chaine ""powerlink"""
72,BBL-49,ANTIVOLS,1000.0,5.0,,,,,,,"chaine ""codelink"""
73,BBL-51,ANTIVOLS,1500.0,4.8,,,,,,,fixation microloop
74,BBL-52,ANTIVOLS,1200.0,3.0,,,,,,,minisafe
75,BBL-53,ANTIVOLS,,,,,,,,,"""minicase"""
76,BBL-61,ANTIVOLS,1500.0,8.0,,,,,,,quicksafe
77,BBL-63,ANTIVOLS,2000.0,8.0,,,,,,,"cable avec boucle ""quickloop"""
78,BBL-66,ANTIVOLS,1200.0,8.0,,,,,,noir,quickco
79,BBL-67,ANTIVOLS,1000.0,4.5,,,,,,noir,chaine  quickchain
80,BBL-71,ANTIVOLS,,,,,,,,,"pliable en acier trempé ""powerfold"""
81,BBL-92,ANTIVOLS,,,,,,,,,fixation cablefix
82,BBL-93,ANTIVOLS,,,,,,,,,fixation cabletie
86,BBM-01,RETROVISEUR,,,,,,,,noir,"rétroviseur guidon ""eview"" gauche"
87,BBM-01,RETROVISEUR,,,,,,,,noir,"rétroviseur guidon ""eview"" droit"
91,BBO-01,BOITIER PEDALIER,68.0,,,46,,,,,"pédalier ""bottompress"" press fit pf30  route"
92,BBO-05,BOITIER PEDALIER,73.0,,,46,,,,,"pédalier ""bottompress"" press fit pf30  vtt"
93,BBO-09,BOITIER PEDALIER,73.0,,,46,,,,,"pédalier ""bottomfit"" pf30"
94,BBO-16,BOITIER PEDALIER,,,,24,,,,,"réducteur pf30  ""bottomadap"" pour monter un axe"
95,BBO-17,BOITIER PEDALIER,,,,,,,,,réducteur bb386 evo 24
96,BBO-19,BOITIER PEDALIER,73.0,,,42,,,,,"pédalier ""bottombear"" bb30"
97,BBO-21,BOITIER PEDALIER,86.5,,,41,,,,,"pédalier ""bottompress"" press fit bb86 route"
98,BBO-25,BOITIER PEDALIER,89.5,41.0,,,,,,,"pédalier ""bottompress"" press fit bb86 vtt"
99,BBO-26,BOITIER PEDALIER,,,,,,,,,roulements press fit acier chromé bb9095
100,BBO-29,BOITIER PEDALIER,92.0,,,41,,,,,"pédalier ""bottomfit"" bb86/92"
101,BBO-29SR,BOITIER PEDALIER,86.0,41.0,,,,,,,"pédalier ""bottomfix"" gpx"
102,BBO-38,BOITIER PEDALIER,24.0,1.37,,,,,,,"pédalier ""bottomthread"" bsa dub"
103,BBO-39SR,BOITIER PEDALIER,24.0,1.37,,,,,,,"pédalier ""bottomthread"" bsa gxp"
104,BBO-39,BOITIER PEDALIER,24.0,1.37,,,,,,,"pédalier ""bottomthread"" bsa"
105,BBO-41,BOITIER PEDALIER,37.0,25.0,6.0,,,,,,"roulement press fit inox ""bottombear"" compatible campa"
106,BBO-78,BOITIER PEDALIER,68.0,46.0,,,,,,,"""bottomfit"" dub pf30 to 29"
107,BBO-79,BOITIER PEDALIER,73.0,,,46,,,,,"pédalier ""bottomfit"" pf30"
108,BBO-88,BOITIER PEDALIER,68.0,42.0,,,,,,,"pédalier ""bottomfit"" dub bb30 to 29"
109,BBO-89,BOITIER PEDALIER,73.0,,,42,,,,,"pédalier ""bottomfit"" bb30"
110,BBO-91,BOITIER PEDALIER,2.0,2.0,,24,,,,,"set de rondelles ""shimset"" pour   .5mm .0mm .5mm"
111,BBO-102,BOITIER PEDALIER,7.0,30.0,,,,, 20,,tube  roulements bb30  42 x id
112,BBO-103,BOITIER PEDALIER,6.8,29.0,,,,, 20,,tube  roulements dub c40xid
113,BBO-105,BOITIER PEDALIER,7.0,24.0,,,,, 20,,tube  roulements 37 x id
114,BBO-111,BOITIER PEDALIER,0.5,30.0,,,,, 20,,sachet  rondelles 36 x id
115,BBO-112,BOITIER PEDALIER,1.0,30.0,,,,, 20,,sachet  rondelles 36 x id
116,BBO-113,BOITIER PEDALIER,2.5,30.0,,,,, 20,,sachet  rondelles 36 x id
117,BBO-121,BOITIER PEDALIER,0.5,24.0,,,,, 20,,sachet  rondelles 30 x id
118,BBO-122,BOITIER PEDALIER,1.0,24.0,,,,, 20,,sachet  rondelles 30 x id
119,BBO-123,BOITIER PEDALIER,2.5,24.0,,,,, 20,,sachet  rondelles 30 x id
120,BBO-125,BOITIER PEDALIER,,,,24,,, 20,,sachet  rondelles alvéolées
121,BBO-126,BOITIER PEDALIER,,,,30,,, 20,,sachet  rondelles alvéolées
125,BBP-12M,PROTECTION,,,,,,M,,,"base ""stayguard"""
126,BBP-12L,PROTECTION,,,,,,L,,,"base ""stayguard"""
127,BBP-21,PROTECTION,50.0,260.0,,,,,,,"caoutchouc autocollante ""stayskin"""
128,BBP-50 ,PROTECTION,,,,,,S,,transparent,"cadre ""bikekin"""
129,BBP-51,PROTECTION,,,,,,S,,,"cadre ""bikekin"""
130,BBP-56,PROTECTION,,,,,,S,,,cadre
131,BBP-57,PROTECTION,,,,,,,,transparent,"kit  cadre ""clearskin"""
132,BBP-60,PROTECTION,50.0,500.0,,,,,,,"cadre ""tubeskin"" pour tube"
133,BBP-61,PROTECTION,70.0,500.0,,,,XL,,,"cadre  ""frameskin""  500mm70mm"
137,BBS-01D,PATINS X 4,,,,,,,,noir,standard roadstop  delue
138,BBS-02 ,PATINS X 4,,,,,,,,argent,porte +  roadstop type shi
139,BBS-02 ,PATINS X 4,,,,,,,,noir,porte +  roadstop type shi
140,BBS-03A   ,PATINS X 4,,,,,,,,noir,cartouches de rempl. roadstop type shi
141,BBS-03C ,PATINS X 4,,,,,,,,noir,cartouches de rempl.roadstop type campa
142,BBS-04,PATINS X 4,,,,,,,,noir,monobloc veestop
143,BBS-05 ,PATINS X 4,,,,,,,,noir,porte  a cartouches veestop
144,BBS-06 ,PATINS X 4,,,,,,,,noir,cartouche de rempl. veestop
145,BBS-07,PATINS X 4,72.0,,,,,,,noir,cantilever cantistop
146,BBS-08,PATINS X 4,65.0,,,,,,,noir,cantilever cantistop
147,BBS-09,PATINS X 4,,,,,,,,noir,frein hydrostop
148,BBS-14T ,PATINS X 4,,,,,,,,,porte +  tristop 3coul
149,BBS-15T ,PATINS X 4,,,,,,,,,cartouches de remplacement tristop 3coul
150,BBS-16,PATINS X 4,,,,,,,,noir,monobloc tristop
151,BBS-16T,PATINS X 4,,,,,,,,,monobloc tristop 3coul
152,BBS-18T,PATINS X 4,,,,,,,,,cantilever cantistop delue
153,BBS-22T,PATINS X 4,,,,,,,,,porte +  techstop type shi 3coul
154,BBS-22HP,PATINS X 4,,,,,,,,,"porte route +  hp ""techstop"" type shi"
155,BBS-27,PATINS X 4,,,,,,,,noir,"cartouches ""techstop"" compat. shi/sram/campa cartridges (pcs)"
156,BBS-27T,PATINS X 4,,,,,,,,,"cartouches ""techstop"" compat. shi/sram/campa cartridges (pcs)"
157,BBS-28HP,PATINS X 4,,,,,,,,blanc/bleu,"cartouches hp ""ultrastop"" compat. shi/sram/campa cartridges (pcs)"
158,BBS-29,PATINS X 4,,,,,,,,blanc/gris,"cartouches hp carbone ""ultrastop"" compat. shi/sram/campa cartridges (pcs)"
160,BBS-01DX2,PATINS X 2,,,,,,,,noir,"standard ""roadstop"" delue 1paire"
161,BBS-02X2,PATINS X 2,,,,,,,,noir,porte +  roadstop type shi 1paire
162,BBS-03A,PATINS X 2,,,,,,,,noir,cartouches de rempl. roadstop type shi 1paire
163,BBS-04X2,PATINS X 2,,,,,,,,noir,monobloc veestop 1paire
164,BBS-05X2,PATINS X 2,,,,,,,,noir,porte  a cartouches veestop 1paire
165,BBS-06X2,PATINS X 2,,,,,,,,noir,cartouche de rempl. veestop 1paire
166,BBS-07X2,PATINS X 2,7.0,,,,,,,noir,cantilever cantistop  paire
167,BBS-08X2,PATINS X 2,65.0,,,,,,,noir,cantilever cantistop  paire
168,BBS-09X2,PATINS X 2,,,,,,,,noir,frein hydrostop 1paire
171,BBS-01DP,PATINS,4.0,25.0,,,,,,,boite de  standard roadstop deluxe
172,BBS-03AP ,PATINS,4.0,25.0,,,,,,,boite de cartouches de rempl. roadstop type shi
173,BBS-04P,PATINS,4.0,25.0,,,,,,,boite de  monobloc veestop
174,BBS-06P,PATINS,4.0,25.0,,,,,,noir,boite de cartouches de rempl. veestop
175,BBS-07 P ,PATINS,4.0,25.0,,,,,,,boite de  cantilever cantistop 72mm
176,BBS-15TP,PATINS,4.0,25.0,,,,,,,boite de cartouches de remplacement tristop 3coul
177,BBS-16TP,PATINS,4.0,25.0,,,,,,,boite de  monobloc tristop 3coul
178,BBS-27P,PATINS,4.0,25.0,,,,,,noir,"boite de cartouches ""techstop"""
179,BBS-27TP,PATINS,4.0,25.0,,,,,,,"boite de cartouches ""techstop""  triple densité"
180,BBS-28HPP,PATINS,4.0,25.0,,,,,,blanc/bleu,"boite de cartouches hp ""ultrastop"" /"
181,BBS-29P,PATINS,4.0,25.0,,,,,,,"boite de cartouches hp carbone ""ultrastop"""
185,BBS-30 ,ORGANIQUE,,,,,,,,bleu,plaquettes type mag.louise & clara '01
186,BBS-31 ,ORGANIQUE,,,,,,,,bleu,plaquettes type mag.clara 2000
187,BBS-33 ,ORGANIQUE,,,,,,,,bleu,plaquettes type mag.julie
188,BBS-34 ,ORGANIQUE,,,,,,,,bleu,plaquettes type mag.marta
189,BBS-35 ,ORGANIQUE,,,,,,,,bleu,plaquettes type mag.louise 2006
190,BBS-36,ORGANIQUE,,,,,,,,bleu,"plaquettes type magura 2011, mt2, mt4, mt6, mt8"
191,BBS-371,ORGANIQUE,,,,,,,,bleu,plaquettes type magura mt5
192,BBS-372,ORGANIQUE,,,,,,,,bleu,plaquettes type magura mt7
193,BBS-38,ORGANIQUE,,,,,,,,bleu,plaquettes type sram road hydraulique brakes
194,BBS-39,ORGANIQUE,,,,,,,,bleu,plaquettes type avidsram xo trail
195,BBS-42 ,ORGANIQUE,,,,,,,,bleu,plaquettes type avid juicy 7 and juicy 5w/spring
196,BBS-43 ,ORGANIQUE,,,,,,,,bleu,plaquettes type avid ball bearing 5 w/spring
197,BBS-441 ,ORGANIQUE,,,,,,,,bleu,plaquettes type avid elixir w/spring
198,BBS-442,ORGANIQUE,,,,,,,,bleu,plaquettes type avid code r w/spring
199,BBS-443,ORGANIQUE,,,,,,,,bleu,plaquette type avid db1/db3 w/spring
200,BBS-45 ,ORGANIQUE,,,,,,,,bleu,plaquettes type hayes&promax hydraulique
201,BBS-48 ,ORGANIQUE,,,,,,,,bleu,plaquettes type hayes sole hydraulique
202,BBS-492,ORGANIQUE,,,,,,,,bleu,plaquettes type hayes stroker ry
203,BBS-50 ,ORGANIQUE,,,,,,,,bleu,plaquettes type shimano xt till 03 / grimeca sys 8 / sram / hope mono m4 and cleg
204,BBS-51 ,ORGANIQUE,,,,,,,,bleu,plaquettes type shimano deore m555 & nexave c901hydraulique
205,BBS-52 ,ORGANIQUE,,,,,,,,bleu,"plaquettes type shimano deore mechanic m515, m465,m475,m495, nexave c501, c601, rst dpower"
206,BBS-53 ,ORGANIQUE,,,,,,,,bleu,"plaquettes type shimano deore m525 hydraulic,m575, tektro drako"
207,BBS-54 ,ORGANIQUE,,,,,,,,bleu,"plaquettes type shimano xtr, xt, lx, giant mph 2009"
208,BBS-55,ORGANIQUE,,,,,,,,bleu,plaquettes type shimano new saint
209,BBS-56,ORGANIQUE,,,,,,,,bleu,"plaquettes type shimano xtr 2011, xt, slx 2012 w/spring"
210,BBS-58,ORGANIQUE,,,,,,,,bleu,plaquettes type hope tech x2/mini x2
211,BBS-561,ORGANIQUE,,,,,,,,bleu,plaquettes type shimano flatmount brrs505/805  w/spring
212,BBS-591,ORGANIQUE,,,,,,,,bleu,plaquettes type hope hp comp.w/hope e4
213,BBS-66 ,ORGANIQUE,,,,,,,,bleu,plaquettes type formula oro
214,BBS-67,ORGANIQUE,,,,,,,,bleu,"plaquettes type formula mega, the one, r1 and rx"
215,BBS-68,ORGANIQUE,,,,,,,,bleu,plaquettes type formula cura 4
216,BBS-75 ,ORGANIQUE,,,,,,,,bleu,plaquettes type tektro io/novela
217,BBS-76,ORGANIQUE,,,,,,,,bleu,plaquettes type tektro iox /lyra
218,BBS-77,ORGANIQUE,,,,,,,,bleu,"plaquettes type tektro sub/esub/twin/volans,  sr suntour mechanical"
219,BBS-78,ORGANIQUE,,,,,,,,bleu,plaquette type tektro dorado hde710
221,BBS-36S,MÉTAL FRITÉ,,,,,,,,or,"plaquettes type magura 2011, mt2, mt4, mt6, mt9"
222,BBS-39S,MÉTAL FRITÉ,,,,,,,,or,plaquettes type avidsram xo trail sintered
223,BBS-371S,MÉTAL FRITÉ,,,,,,,,or,plaquettes type magura mt5 sintered
224,BBS-372S,MÉTAL FRITÉ,,,,,,,,or,plaquettes type magura mt7 sintered
225,BBS-42S ,MÉTAL FRITÉ,,,,,,,,or,plaquettes type avid juicy 7  juicy 5 and juicy 3w/spring  ultimate sintered promax dsk950
226,BBS-441S,MÉTAL FRITÉ,,,,,,,,or,plaquettes type avid elixir sintered w/spring
227,BBS-52S,MÉTAL FRITÉ,,,,,,,,or,plaquettes type shimano dee m525 hydraulique sintered
228,BBS-54S ,MÉTAL FRITÉ,,,,,,,,or,"plaquettes type shimano xtr, giant mph 2009 sintered"
229,BBS-55S,MÉTAL FRITÉ,,,,,,,,or,plaquettes type shimano new saint sintered
230,BBS-56S,MÉTAL FRITÉ,,,,,,,,or,plaquettes type shimano xtr new 2011 w/spring sintered
231,BBS-561S,MÉTAL FRITÉ,,,,,,,,or,plaquettes type shimano flatmount brrs505/805  w/spring sintered
232,BBS-66S ,MÉTAL FRITÉ,,,,,,,,or,plaquettes type fmula o sintered
233,BBS-67S ,MÉTAL FRITÉ,,,,,,,,or,"plaquettes type fmula mega, the one, r1, rx and ro sintered"
234,BBS-68S,MÉTAL FRITÉ,,,,,,,,or,plaquettes type fmula cura 4
236,BBS-36T,TOURING,,,,,,,,,"plaquettes  type magura mt2, mt4, mt6, mt8"
237,BBS-42T,TOURING,,,,,,,,,plaquettes  type avid juicy 7  juicy 5 and juicy 3w/spring  ultimate sintered promax dsk951
238,BBS-43T,TOURING,,,,,,,,,plaquettes  type avid ball bearing 5 w/spring
239,BBS-441T,TOURING,,,,,,,,,plaquettes  type avid elixir sintered w/spring
240,BBS-53T,TOURING,,,,,,,,,"plaquettes  type shimano deore m525 hydraulic,m575, tektro drako"
241,BBS-54T,TOURING,,,,,,,,,"plaquettes  type shimano xtr, xt, lx, giant mph 2009"
242,BBS-56T,TOURING,,,,,,,,,"plaquettes  type shimano xtr 2011, xt, slx 2012 w/spring"
243,BBS-67T,TOURING,,,,,,,,,"plaquettes  type formula mega, the one, r1,rx and ro"
244,BBS-76T,TOURING,,,,,,,,,plaquettes  type tektro iox /lyra
246,BBS-04E,FREINAGE E-BIKE,,,,,,,4,vert,patins brakshos stop
247,BBS-09E,FREINAGE E-BIKE,,,,,,,4,vert,patins hydrostop
248,BBS-36E,FREINAGE E-BIKE,,,,,,,,vert,"plaqutts   thyp magura mt2, mt4, mt6, mt8"
249,BBS-371E,FREINAGE E-BIKE,,,,,,,,vert,discstop  comp.w/magura mt5
250,BBS-372E,FREINAGE E-BIKE,,,,,,,,vert,discstop  comp.w/magura mt7
251,BBS-53E,FREINAGE E-BIKE,,,,,,,,vert,"plaqutts  thyp shi dor m575, m525, m486, m485 hydraulic, tktro draco, auriga comp, giant mph root"
252,BBS-55E,FREINAGE E-BIKE,,,,,,,,vert,discstop  comp.w/shimano saint m810
253,BBS-78E,FREINAGE E-BIKE,,,,,,,,vert,plaqutts  comp.w/tktro dorado hd710
255,BBS-90,DISQUES & ACCESSOIRES,,,,,,,,,daptateur centerfit (nouveau modèle)
256,BBS-91,DISQUES & ACCESSOIRES,180.0,,,,,,,,"daptateur postmount  ""powermount"""
257,BBS-92,DISQUES & ACCESSOIRES,203.0,,,,,,,,"daptateur postmount  ""powermount"""
258,BBS-92,DISQUES & ACCESSOIRES,160.0,,,,,,,,"dapteur ""powermount"""
259,BBS-93F,DISQUES & ACCESSOIRES,,,,,,,,,"daptateur avant is vers pm 160 ""powermount"""
260,BBS-93R,DISQUES & ACCESSOIRES,,,,,,,,,"daptateur arrière is vers pm 160 ""powermount"""
261,BBS-94F,DISQUES & ACCESSOIRES,,,,,,,,,"daptateur avant is vers pm 180 ""powermount"""
262,BBS-94R,DISQUES & ACCESSOIRES,,,,,,,,,"daptateur arrière is vers pm 180 ""powermount"""
263,BBS-95F,DISQUES & ACCESSOIRES,,,,,,,,,"daptateur avant is vers pm 203 ""powermount"""
264,BBS-95R,DISQUES & ACCESSOIRES,,,,,,,,,"daptateur arrière is vers pm 203 ""powermount"""
265,BBS-96F,DISQUES & ACCESSOIRES,140.0,,,,,,,,"daptateur avant ""powermount"" fm to pm"
266,BBS-96R,DISQUES & ACCESSOIRES,140.0,,,,,,,,"daptateur arrière ""powermount"" fm to pm"
267,BBS-97F,DISQUES & ACCESSOIRES,160.0,,,,,,,,"daptateur avant ""powermount"" fm to pm"
268,BBS-97R,DISQUES & ACCESSOIRES,160.0,,,,,,,,"daptateur arrière ""powermount"" fm to pm"
269,BBS-98R,DISQUES & ACCESSOIRES,160.0,,,,,,,,"daptateur arrière ""powermount"" fm to fm"
270,BBS-99,DISQUES & ACCESSOIRES,180.0,,,,,,,,"dapteur ""powermount"""
271,BBS-101,DISQUES & ACCESSOIRES,,,,,,,,,kit de purge universel pour frein à
272,BBS-102,DISQUES & ACCESSOIRES,,,,,,,,,"kit de purge ""bleedkit""sram compatible"
273,BBS-111,DISQUES & ACCESSOIRES,140.0,,,,,,,,powerstop
274,BBS-112,DISQUES & ACCESSOIRES,160.0,,,,,,,,powerstop
275,BBS-113,DISQUES & ACCESSOIRES,180.0,,,,,,,,powerstop
276,BBS-114,DISQUES & ACCESSOIRES,203.0,,,,,,,,powerstop
277,BBS-115,DISQUES & ACCESSOIRES,220.0,,,,,,,,powerstop
278,BBS-121,DISQUES & ACCESSOIRES,140.0,,,,,,,,"""centerstop""compatible centerlook"
279,BBS-121,DISQUES & ACCESSOIRES,160.0,,,,,,,,"""centerstop""compatible centerlook"
280,BBS-121,DISQUES & ACCESSOIRES,180.0,,,,,,,,"""centerstop""compatible centerlook"
281,BBS-121,DISQUES & ACCESSOIRES,203.0,,,,,,,,"""centerstop""compatible centerlook"
282,BBS-130,DISQUES & ACCESSOIRES,0.3,,,,,, 4,,"kit  entretoises  ""bolt shimset"""
283,BBS-131,DISQUES & ACCESSOIRES,12.0,,,,,,,,ecrou centerlock centerblock qr /
284,BBS-132,DISQUES & ACCESSOIRES,15.0,,,,,,,,ecrou centerlock centerblock  /
286,,,,,,,,,,,plaquettes
287,BBS-36P,DISQUES & ACCESSOIRES,,,,,,,20 ,,"display  plaquettes type magura mt2, mt4, mt6, mt8"
288,BBS-36EP,DISQUES & ACCESSOIRES,,,,,,,20 ,,"display  plaquettes vae type magura mt2, mt4, mt6, mt8"
289,BBS-39P,DISQUES & ACCESSOIRES,,,,,,,20 ,bleu,display  plaquettes type w/avidsram xo trail
290,BBS-42P,DISQUES & ACCESSOIRES,,,,,,,20 ,,display  plaquettes type avid juicy 7  juicy 5 and juicy 3w/spring  ultimate promax dsk950
291,BBS-441P,DISQUES & ACCESSOIRES,,,,,,,20 ,,display  plaquettes type avid elixir series w/spring
292,BBS-441SP,DISQUES & ACCESSOIRES,,,,,,,20 ,,display  plaquettes métal frité type avid elixir series w/spring sintered
293,BBS-492P,DISQUES & ACCESSOIRES,,,,,,,20 ,,display  plaquettes type hayes stroker ryde / dyno
294,BBS-52P,DISQUES & ACCESSOIRES,,,,,,,20 ,,"display  plaquettes type shimano deore mechanic m515, m495, m475, m465, m416, nexave c501, c601, rst dpower, tektro aquila"
295,BBS-52SP,DISQUES & ACCESSOIRES,,,,,,,20 ,,"display  plaquettes métal frité type shimano deore mechanic m515, m495, m475, m465, m416"
296,BBS-53EP,DISQUES & ACCESSOIRES,,,,,,,,,"oem discstop   comp.w/shimano deore m575, m525, m486, m485 hydraulic, tektro draco, auriga comp, giant mph root gre"
297,BBS-53TP,DISQUES & ACCESSOIRES,,,,,,,20 ,bleu,"display  plaquettes type w/shimano deore m575, m525, m486, m485 hydraulic, tektro draco, auriga comp, giant mph root"
298,BBS-54P,DISQUES & ACCESSOIRES,,,,,,,20 ,,"display  plaquettes type shimano xtr m975, m966,m965, xtm775, m765, slx m665, lx m585, deore m535, saint m800 and hone m601"
299,BBS-56P,DISQUES & ACCESSOIRES,,,,,,,20 ,,"display  plaquettes type shimano xtr 2011, xt, slx 2012 w/spring"
300,BBS-56SP,DISQUES & ACCESSOIRES,,,,,,,,,"display 20 plaquettes éco type shimano xtr 2011, xt, slx 2012 w/spring"
301,BBS-66P,DISQUES & ACCESSOIRES,,,,,,,20 ,,display  plaquettes type formula oro
302,BBS-67P,DISQUES & ACCESSOIRES,,,,,,,20 ,,"display  plaquettes type formula mega, the one, r1,rx and ro"
306,BBW-45,GANTS ÉTÉ ,,,,,,S,,,enfant
307,BBW-47,GANTS ÉTÉ ,,,,,,XL,,,"femme ""omnium"""
308,BBW-51,GANTS ÉTÉ ,,,,,,S,,,"""airroad"""
309,BBW-52,GANTS ÉTÉ ,,,,,,XXL,,noir,"long ""freezone"" memory foam"
310,BBW-56,GANTS ÉTÉ ,,,,,,S,,,cooldown
311,BBW-57,GANTS ÉTÉ ,,,,,,XL,,,equipe
312,BBW-58,GANTS ÉTÉ ,,,,,,S,,,racer
313,BBW-59,GANTS ÉTÉ ,,,,,,XL,,,highcomfort 2.0
314,BBW-60,GANTS ÉTÉ ,,,,,,XXL,,,speed
318,BBW-91,TEXTILE ÉTÉ,,,,,,,,noir,jambières thermo fabric
319,BBW-92,TEXTILE ÉTÉ,,,,,,,,noir,manchettes thermo fabric
320,BBW-93,TEXTILE ÉTÉ,,,,,,,,,genouillère noire
321,BBW-99,TEXTILE ÉTÉ,,,,,,,,,bandana comforthat
322,BBW-100,TEXTILE ÉTÉ,,,,,,,,,cagoule
323,BBW-148 ,TEXTILE ÉTÉ,,,,,,,,noir,"imper  ""baseshield"""
324,BBW-148 ,TEXTILE ÉTÉ,,,,,,,,jaune,"imper  ""baseshield"""
325,BBW-182 ,TEXTILE ÉTÉ,,,,,,,,,"collant long ""quadra"" sans bretelles"
326,BBW-184,TEXTILE ÉTÉ,,,,,,ENFANT,,,"collant long  ""quadra"" à bretelles"
327,BBW-184,TEXTILE ÉTÉ,,,,,,,,,"collant long ""quadra"" à bretelles"
328,BBW-213,TEXTILE ÉTÉ,,,,,,,,noir,"cuissard bretelles ""bib shorts"""
329,BBW-214,TEXTILE ÉTÉ,,,,,,,,noir,"cuissard sans  bretelles ""powerfit shorts"""
330,BBW-219,TEXTILE ÉTÉ,,,,,,,,noir,"cuissard bretelles ""corsa"""
331,BBW-237,TEXTILE ÉTÉ,,,,,,,,noir,maillot ml jersey  en diamondsoft
332,BBW-253,TEXTILE ÉTÉ,,,,,,,,,casquette   classico
